"S/N","English ","Arabic ","Meaning "
"308 ","Shaiba ","???? ","A variety of Artemisia. "
"309 ","Shaila ","","Small mountain. "
"310 ","Shaima ","????? ","Daughter of Halima, the wet nurse of the Prophet Muhammad. "
"311 ","Shaira ","????? ","Poetess, endowed with deep insight or intuition; fem. of Shair. "
"312 ","Shairah ","","Poetess. "
"313 ","Shaista ","?????? ","Cultured, courteous, urbane, civilized "
"314 ","Shaistah ","?????? ","Polite, Courteous. "
"315 ","Shajarah ","???? ","Tree; This was the name of a famous queen of Islam, she was Shajarah al-Durr, and known as Umm Khaleel al-Salihiyah. "
"316 ","Shajee'ah ","","Brave. "
"317 ","Shajeea ","????? ","Courageous, bold, brave; fem. of Shaji. "
"318 ","Shakeeba ","????? ","Patience "
"319 ","Shakeelah ","","Comely, beautiful. "
"320 ","Shakila ","????? ","Well formed, beautiful; fem. of Shakil. "
"321 ","Shakira ","????? ","Thankful, grateful, contented; fem. of Shakir. "
"322 ","Shakirah ","","Thankful "
"323 ","Shakufa ","????? ","Blossom, opening bud. "
"324 ","Shakura ","????? ","Thankful, grateful; fem. of Shakur. "
"325 ","Shakurah ","","Grateful, very thankful. "
"326 ","Shalimar ","","Beautiful & Strong "
"327 ","Shama ","??? ","Candle, Light, Flame. "
"328 ","Shamail ","????? ","Virtues; pl. of Shamila. "
"329 ","Shamailah ","?????? ","Good traits excellent disposition. "
"330 ","Shamamah ","????? ","Fragrance. "
"331 ","Shameela ","????? ","Natural disposition, character quality, virtue, a young shoot, a bud. "
"332 ","Shameem ","???? ","Shy. "
"333 ","Shameemah ","","A fragrant breeze. "
"334 ","Shamikh ","???? ","High, lofty, towering. "
"335 ","Shamila ","????? ","Complete, comprehensive. "
"336 ","Shamilah ","","Complete, comprehensive "
"337 ","Shamim ","???? ","Perfume, scent. "
"338 ","Shamima ","????? ","Sweet smell, flavour. "
"339 ","Shamira ","????? ","Experienced, expert, hard worker. "
"340 ","Shamis ","","The sun. "
"341 ","Shamma ","??? ","Pinch (of snuff). "
"342 ","Shamoodah ","","Diamond. "
"343 ","Shams ","??? ","Sun. "
"344 ","Shamsa ","???? ","Golden moon. "
"345 ","Shamshad ","????? ","Tall and upright tree, box tree, graceful figure. "
"346 ","Shamsia ","","Beautiful, Shining Star, One and only "
"347 ","Shamsun Nahar ","??? ?????? ","Sun of the day. "
"348 ","Shamsun Nisa ","??? ????? ","The son of Woman "
"349 ","Shamuda ","????? ","Diamond. "
"350 ","Shanaz ","","Pride of King "
"351 ","Shanika ","","Good. "
"352 ","Shanum ","","Allahs blessing, dignity. "
"353 ","Shaperai ","?????? ","Fairy. "
"354 ","Shaqeeqah ","","Real sister. "
"355 ","Shaqiqa ","????? ","Full sister. "
"356 ","Shaqra ","????? ","Blond, fair-haired, fair-complexioned; fem. of Ashqar. "
"357 ","Sharaf ","??? ","Nobility, high rank, eminence, distinction, honour. "
"358 ","Shareekah ","????? ","Partner. "
"359 ","Shareen ","","Sweet. "
"360 ","Sharfa ","????? ","Most noble, gentle, urbane. "
"361 ","Sharia ","????? ","Princess, Daughter of the King. "
"362 ","Sharifa ","????? ","Noble, eminent, honourable, highborn; fem. of Sharif. "
"363 ","Sharifah ","","Noble, honoured, distinguished. "
"364 ","Sharifah, Shareefa, Sherrifah ","","Noble, honored "
"365 ","Shariqah ","????? ","Shining. "
"366 ","Sharleez ","????? ","Beautful "
"367 ","Sharmeela ","","Shy "
"368 ","Sharmeen ","","Shy. "
"369 ","Sharmin ","???? ","Shy, bashful, modest, coy. "
"370 ","Shasa ","????? ","She was the daughter of Abdullah al-Asdiyah, and a narrator of Hadith. "
"371 ","Shasmeen ","","Very beautiful, a heart of gold , trustworthy, an angel , perfect. "
"372 ","Shasun Nahar ","??? ?????? ","Sun of the day. "
"373 ","Shatha ","","She was a narrator of Hadith. "
"374 ","Shawq ","","Longing "
"375 ","Shayaan ","????? ","Intelligent. "
"376 ","Shayla ","","Little mountain. "
"377 ","Shayma ","????? ","Proper name. Daughter of Halima. "
"378 ","Shayma, Shaymaa ","","to look out "
"379 ","Shaza ","??? ","Aroma, fragrance. "
"380 ","Shazana ","?????? ","Princess. "
"381 ","Shazfa ","","Success "
"382 ","Shazia ","????? ","Wonderous, strange, wonderful. "
"383 ","Shazmah ","","Rare moon. "
"384 ","Shazmina ","??????? ","Too much love. "
"385 ","Sheeba ","???? ","Infatuated, demented, loony. "
"386 ","Sheema ","???? ","Face; expression, Daughter of bibi haleema sadia who milked Muhammad (P.B.U.H) in his child hood. "
"387 ","Sheen ","??? ","Beautiful, pretty, good, loved one. "
"388 ","Sheenaz ","","Beauty. "
"389 ","Shehla ","????? ","Having grey eyes with a shade of red, a species of the narcissus flower. "
"390 ","Shehr bano ","","Princess. "
"391 ","Shehzadi ","","Princess. "
"392 ","Shehzeen ","????? ","A ray of sunshine, super-sugar coated. "
"393 ","Sheila ","","Little mountain. "
"394 ","Shellah ","","Truely, Kind person , Beautiful. "
"395 ","Sherin ","????? ","Very sweet, alternate forms Sherinai, Sherina. "
"396 ","Shermin ","????? ","Shy "
"397 ","Sheyla ","","Pine tree. "
"398 ","Sheza ","???? ","Good (religious) girl. "
"399 ","Shezan ","????? ","Beauty. "
"400 ","Shifa ","???? ","cure, healing, satisfaction, gratification "
"401 ","Shihaam ","","Intelligent. "
"402 ","Shillan ","???? ","A flower. "
"403 ","Shimaa ","???? ","Mirth, joy, ecstasy, gladness. "
"404 ","Shimah ","","Nature, habit "
"405 ","Shimaz ","","Beloved. "
"406 ","Shinkai ","????? ","Greenish. "
"407 ","Shinogai ","??????? ","Having green eyes. "
"408 ","Shireen ","????? ","Sweet; pleasant, gentle; delicate "
"409 ","Shiya ","","Exceptional. "
"410 ","Shiyaaj ","???? ","Endeavour, strife, hardwork. "
"411 ","Shiyam ","??? ","Nature, character. "
"412 ","Shiza ","???? ","A gift or present "
"413 ","Shola ","???? ","flame, blaze "
"414 ","Shu'a ","","Rays of Sun light. "
"415 ","Shua ","???? ","Rays of sun light. "
"416 ","Shuaila ","????? ","Burning candle. "
"417 ","Shudun ","???? ","Powerful, straight. "
"418 ","Shughla ","????? ","Light Ray. "
"419 ","Shuhda ","","Honey, honeycomb "
"420 ","Shuhrah ","???? ","Fame, reputation. "
"421 ","Shuhrat ","???? ","fame, renown "
"422 ","Shujana ","","Brave, strong. "
"423 ","Shukr ","??? ","thanks, gratitude, gratefulness "
"424 ","Shukrah ","","Thankfulness "
"425 ","Shukriyah ","","Of thanks "
"426 ","Shumaila ","?????? ","Beautiful face. "
"427 ","Shumaylah ","??????? ","The first woman in Islam who wore coloured garments was shumaylah; wife of al-Abbas and she was also the first to prepare perfume. "
"428 ","Shumaysah ","????? ","She was a narrator of Hadith, daughter of Aziz al-Atakiyah. "
"429 ","Shuqra ","????? ","fair-complexioned, blonde "
"430 ","Shurafa ","????? ","Noble. "
"431 ","Shurooq ","","Dawn, Sunrise. "
"432 ","Shuruq ","???? ","Rising, shining. "
"433 ","Sibaal ","????? ","Eyes with long lashes. "
"434 ","Sibal, Sibaal ","","Eyes with long lashes "
"435 ","Siddiqa ","????? ","righteous, very truthful, honest; fem. of Siddiq "
"436 ","Siddiqah ","","Upright, very truthful "
"437 ","Siddra ","","Like a Star. "
"438 ","Sidra ","???? ","The Lotus - tree at the farthest boundary in paradise "
"439 ","Sidrah ","","Name of a tree. "
"440 ","Siham ","","Arrows. "
"441 ","Siham, Sihaam ","","Arrows "
"442 ","Silai ","???? ","Wind. "
"443 ","Silma ","???? ","peace; fem. of Silm "
"444 ","Sima ","????? ","Sign of prostration on the face "
"445 ","Simaab ","????? ","Mercury, silver. "
"446 ","Simah ","","Sign, characteristic, expression "
"447 ","Simin ","????? ","silvery, made of Silver "
"448 ","Simra ","???? ","Paradise, heaven, sky. "
"449 ","Simrah ","","Jannat (heaven). "
"450 ","Sirah ","","See ""Sarah"" "
"451 ","Sireen ","????? ","She was the daughter of Ibn Abdullah Ibn Masood and a narrator of Hadith from the Prophet PBUH. "
"452 ","Sirin, Sireen ","","Wife of Prophets companion Hassan ibn Thabit "
"453 ","Sitara ","????? ","veil, screen, curtain "
"454 ","Sitarah ","","Star. "
"455 ","Siyana ","","Protection "
"456 ","Sobia ","","Good and Noble Girl. "
"457 ","Sobiya ","????? ","Nurse of Prophet PBUH. "
"458 ","Sofia ","????? ","Beautiful "
"459 ","Sogand ","????? ","Oath, Pledge. "
"460 ","Soha ","???? ","Star "
"461 ","Somaya ","","Beautiful garden surrounded with roses and flowers. "
"462 ","Sonia ","????? ","Intelligence, Intellect, Smart. "
"463 ","Soraiya ","","Princess. "
"464 ","Soraya ","","Beautiful. "
"465 ","Sorfina ","","Clean, neat, free from dirt. "
"466 ","Souhayla ","","Star. "
"467 ","Sparghai ","????? ","Firespark or Ember. "
"468 ","Su'ad ","","Good fortune. "
"469 ","Suad ","???? ","happiness, good fortune "
"470 ","Suad, Souad ","","Good fortune "
"471 ","Subaha ","????? ","beautiful, graceful "
"472 ","Subayah ","????? ","Daughter of al-Harish al-Aslamiyah. "
"473 ","Subaytah ","????? ","Brave. "
"474 ","Subbiha ","","Clean, tidy. "
"475 ","Subh ","??? ","dawn, aurora, morning "
"476 ","Subhaan ","","Praising Allah. "
"477 ","Subhah ","???? ","In the morning. "
"478 ","Subhana ","?????? ","Pure, chaste, fine, nice, good. "
"479 ","Subhiyah ","","of the morning "
"480 ","Subuhi ","","The cold breeze of morning. "
"481 ","Suda ","","Happy, lucky "
"482 ","Sudi ","","She was a narrator of Hadith. "
"483 ","Sufia ","????? ","Intelligence, sharpness. "
"484 ","Sufiya ","????? ","A mystic, someone believing in Sufi. "
"485 ","Sughra ","????? ","Small, slender, tender. "
"486 ","Suha ","??? ","Dim star in Ursa Minor. "
"487 ","Suhaila ","????? ","Canopus. "
"488 ","Suhailah, Suhaylah ","","Smooth, soft, fluent, flowing "
"489 ","Suhaima ","????? ","Small arrow. "
"490 ","Suhaimah, Suhaymah ","","Small arrow "
"491 ","Suhair ","???? ","Proper name. "
"492 ","Suhair, Suhayr ","","Proper name "
"493 ","Suhaira ","????? ","Beautiful, pretty. "
"494 ","Suhaylah ","","Smooth, soft, fluent, flowing. "
"495 ","Suhaymah ","","Small arrow. "
"496 ","Suhayr ","","Proper name. "
