"S/N","English ","Arabic ","Meaning "
"213 ","Mehrish ","","Wonderfull smell(mehak). "
"214 ","Mehrnaz ","?????? ","The suns glory. "
"215 ","Mehrun Nisa ","???????? ","Sun of the women. "
"216 ","Mehrunisa ","","Pretty woman. "
"217 ","Mehry ","???? ","Sun; also Affectionate, kind. "
"218 ","Mehtab ","????? ","Moon. "
"219 ","Mehvesh ","","Light of the moon. "
"220 ","Mehvish ","???? ","Shining Star "
"221 ","Mehwish ","","Moon, beautiful. "
"222 ","Menaal ","????? ","Special flower of heaven. "
"223 ","Mersiha ","","The most beautiful. "
"224 ","Merwa ","???? ","A mountain in mekkah. "
"225 ","Meymona ","","Good Fortune. "
"226 ","Mid'haa ","","Appreciate. "
"227 ","Midhaa ","","Appreciate. "
"228 ","Midhah ","","Praise. "
"229 ","Midhat ","???? ","Praise, eulogy. "
"230 ","Mina ","??? ","Pearl, bead. "
"231 ","Minaal ","","To reach your destination. "
"232 ","Minal ","","Gift, achievement. "
"233 ","Minha ","","Grant "
"234 ","Minnah ","??? ","Kindness, grace, blessing "
"235 ","Minnat ","??? ","Grace, kindness, favour, gift. "
"236 ","Minoo ","???? ","Paradise. "
"237 ","Mirah ","???? ","Provisions, supply. "
"238 ","Miral ","????? ","Doe "
"239 ","Misaal ","???? ","Example, copy. "
"240 ","Misam ","???? ","Impression, mark, beauty. "
"241 ","Misba ","","Innocent. "
"242 ","Misbah ","????? ","Lamp, Light. "
"243 ","Misha ","","Beautiful, Pretty. "
"244 ","Mishael ","","Torch, light "
"245 ","Mishal ","???? ","Lightened, sparkling, shining. "
"246 ","Mishall ","","A light, beautiful, pretty. "
"247 ","Mishel ","???? ","A Light "
"248 ","Miskeenah ","?????? ","Humble. "
"249 ","Moattar ","???? ","Fragrant. "
"250 ","Mohaddisa ","","Story teller. "
"251 ","Mohga ","","The light of happiness. "
"252 ","Mohsana ","????? ","Chaste, virtuous, protected, sheltered, pure, modest, married woman. "
"253 ","Mohsina ","????? ","Benevolent, beneficent, charitable, humanitarian; fem. of Muhsin. "
"254 ","Momina ","?????? ","Believer (in Islam); fem. of Mumin. "
"255 ","Mona ","???? ","Pl. of Monya, wish, desire. "
"256 ","Monera ","","Shinning light, or guiding light. "
"257 ","Mouna ","","Water. "
"258 ","Mounia ","","A wish or dream come true. "
"259 ","Mounira ","","It's shining. "
"260 ","Muazah ","????? ","Daughter of Abdullah al-Adowiyah was a narrator of Hadith. "
"261 ","Muazza ","????? ","Elevated, exalted. "
"262 ","Muazzama ","????? ","Exalted, respected, glorified; fem. of Muazzam. "
"263 ","Muazzaz ","","Powerful, strong "
"264 ","Mubaraka ","?????? ","Blessed, fortunate, lucky, auspicious; fem. of Mubarak. "
"265 ","Mubarakah ","","Blessed. "
"266 ","Mubashirah ","????? ","Bringer of good news. "
"267 ","Mubassirah ","????? ","One who comments. "
"268 ","Mubeenah ","","One who makes something clear. "
"269 ","Mubin ","","Clear, obvious "
"270 ","Mubina ","????? ","Clear, manifest, plain, distinct; fem. of Mubin. "
"271 ","Mueenah ","????? ","Helper. "
"272 ","Mueerah ","????? ","The sister of Hajjaj bin Hassan al-Jamimi had this name. "
"273 ","Mufazzalah ","????? ","A poetess of the past had this name. "
"274 ","Mufiah ","","Obedient, compliant "
"275 ","Mufida ","????? ","Beneficial, advantageous, favourable, useful, profitable. "
"276 ","Mufidah, Mufeeda ","","Useful, helpful, beneficial "
"277 ","Mugheesah ","????? ","One who helps. "
"278 ","Mughirah ","????? ","Daughter of Hassan; she was a narrator of Hadith. "
"279 ","Muhabbat ","???? ","Love, affection. "
"280 ","Muhariba ","?????? ","Fighter, one who entangles. "
"281 ","Muhayya ","???? ","Countenance, face, look. "
"282 ","Muhibbah ","???? ","Loving. "
"283 ","Muhja ","???? ","Heart, soul. "
"284 ","Muhjah ","???? ","Hearts blood, soul. "
"285 ","Muhjah, Muhja ","","Hearts blood, soul "
"286 ","Muhra ","???? ","Filly, a female pony. "
"287 ","Muhsinah ","????? ","Charitable, benevolent. "
"288 ","Muida ","????? ","Reviser, teacher, fem. of Muid. "
"289 ","Muizza ","","The empowerer, the honourer, the strengthener. "
"290 ","Mujahida ","?????? ","One who struggles, strives, or fights for the cause of Islam; fem. of Mujahid. "
"291 ","Mujiba ","????? ","One who answers or grants something. "
"292 ","Mukai ","???? ","Heroine of Famous Folk Legend (Gul Makai). "
"293 ","Mukarram ","","Honored "
"294 ","Mukarrama ","????? ","Honoured, revered, honourable; fem. of Mukarram. "
"295 ","Mukhlisa ","????? ","Devoted, faithful, pure-hearted. "
"296 ","Mukhlisah ","","Devoted, faithful "
"297 ","Mukhtar ","????? ","Free. "
"298 ","Mulayka ","?????? ","Diminutive of Malaka, angel. "
"299 ","Mulook ","???? ","Pl. of Malik, king. "
"300 ","Mumayyaz ","","Distinguished "
"301 ","Mumina ","","Lovely, sweet girl. "
"302 ","Muminah ","????? ","Pious believer. "
"303 ","Mumtaz ","????? ","Distinguished, exalted, superior, outstanding. "
"304 ","Mumtaz Mahal ","???????? ","Wife of Mughal emperor Shah Jahan. "
"305 ","Mumtaza ","?????? ","Fem. of Mumtaz. "
"306 ","Muna ","","Water. "
"307 ","Muna, Mona ","","Wish, desire "
"308 ","Munaam ","????? ","Soft, delicate. "
"309 ","Munas Sabah ","??? ?????? ","Wishes of the dawn. "
"310 ","Munawar ","","Bright. "
"311 ","Munawwar ","???? ","Shining, Bright. "
"312 ","Munawwara ","????? ","Illuminated, brilliant, full of light; fem. of Munawwar. "
"313 ","Munazza ","???? ","Devoid of faults, pure. "
"314 ","Munazzah ","","Sacred, clean, honest. "
"315 ","Muneeah ","????? ","Name of a Slave-girl of Amr bin al-Ala. "
"316 ","Muneerah ","","Splendid, bright shine of light, illuminous. "
"317 ","Munerah ","","Illuminating, Shining. "
"318 ","Muniba ","????? ","One who turns towards Allah, one who repents. "
"319 ","Munifa ","????? ","Eminent, exalted, superior, high, lofty; fem. of Munif. "
"320 ","Munira ","????? ","bright, brilliant, shedding light, radiant, luminous, shining; fem. of Munir "
"321 ","Munirah, Muneera ","","Illuminating, brilliant "
"322 ","Munisa ","?????? ","Sociable, friendly, kind, gentle; fem. of Munis. "
"323 ","Munisah ","","Friendly "
"324 ","Munjiyah ","????? ","A woman who saves someone. "
"325 ","Muntaha ","????? ","The utmost, highest degree. "
"326 ","Muntahi ","????? ","Last limit of height. "
"327 ","Munya ","???? ","Wish, desire, object of desire; sing. of Muna, wishes. "
"328 ","Munyatul Muna ","???? ?????? ","Wish of wishes. "
"329 ","Muqadaas ","","Holy, Pure. "
"330 ","Muqadas ","???? ","Holy "
"331 ","Muqaddasa ","????? ","Sacred, holy. "
"332 ","Muqbala ","????? ","This was the name of a narrator of Hadith, daughter of Ali al-Bazzaz. "
"333 ","Muqbalah ","","Name of a narrator of Hadith. "
"334 ","Murdiyyah ","????? ","Chosen one. "
"335 ","Muriha ","????? ","Restful, soothing. "
"336 ","Murjanah ","?????? ","Small pearl. "
"337 ","Murshida ","????? ","Leader, guide, adviser, counsellor; fem. of Murshid. "
"338 ","Murshidah ","????? ","Guide. "
"339 ","Muruj ","???? ","Meadows "
"340 ","Musaddas ","???? ","A poem of six verses. "
"341 ","Musaddiqa ","????? ","One who affirms the truth. "
"342 ","Musaddiqah ","","One who affirms the Truth. "
"343 ","Musarrat ","???? ","Pleasure "
"344 ","Musawat ","?????? ","Equality. "
"345 ","Musaykah ","????? ","She was the mother of Yusuf bin Mahik and she narrated Hadith from Sayyidah Ayshah RA. "
"346 ","Musfirah ","????? ","Bright Face "
"347 ","Mushahida ","?????? ","Observance, evidence, study. "
"348 ","Musharrafa ","????? ","Honoured, elevated. "
"349 ","Mushira ","????? ","Counsellor, adviser; fem. of Mushir. "
"350 ","Mushirah, Musheera ","","Giving counsel, advising "
"351 ","Mushtari ","??????? ","Jupiter. "
"352 ","Muska ","???? ","Smile; also Muskan. "
"353 ","Muskan ","????? ","Smiling "
"354 ","Muslima ","????? ","Follower of the religion of Islam; fem. of Muslim. "
"355 ","Muslimah ","????? ","Devout believer; submitting oneself to God. "
"356 ","Musn ","","Rain, clouds "
"357 ","Musnah ","","Rain, clouds "
"358 ","Mussah ","??? ","She was Mussah al-Azdiyah, mother of Bussah; she was a narrator of Hadith. "
"359 ","Mussaret ","","Happiness. "
"360 ","Musta'eenah ","","One who prays for help. "
"361 ","Mustaeenah ","??????? ","One who prays for help. "
"362 ","Mutahhara ","????? ","Purified, chaste. "
"363 ","Mutahharah ","","Purified, chaste. "
"364 ","Mutazah ","????? ","A narrator of Hadith of the later period. "
"365 ","Mutia ","????? ","Obedient, pious, devoted, faithful; fem. of Muti. "
"366 ","Muwaffaqa ","????? ","Successful, prosperous, lucky, fortunate; fem. of Muwaffaq. "
"367 ","Muyassar ","???? ","Successful, lucky, prosperous. "
"368 ","Muzaina ","????? ","Diminutive of Muzna, rain, clouds. "
"369 ","Muzaynah ","","Adornment. "
"370 ","Muzna ","???? ","Rain clouds. "
"371 ","Muznah ","","The cloud that carries the rain. "
"372 ","Mysha ","?????? ","Happy for entire life. "
