"S/N","English ","Arabic ","Meaning "
"69 ","Tanzeela ","","Revelation, Receiving hospitably. "
"70 ","Tanzila ","?????? ","Revelation, sending down; fem. of Tanzil, revelation, sending down; fem. of Tanzil. "
"71 ","Taqadus ","???? ","Sactity. "
"72 ","Taqdees ","????? ","Respect. "
"73 ","Taqiya ","???? ","God-fearing, devout, pious; fem. of Taqi. "
"74 ","Taqiyah ","","Heedful of God "
"75 ","Taqwa, Taqwaa ","","Piety, devoutness, heedfulness of God "
"76 ","Taqwaa ","???? ","Piety, devoutness, heedfulness of God. "
"77 ","Tara ","???? ","Star. "
"78 ","Taraab ","???? ","Joy & sorrow. "
"79 ","Tarannum ","???? ","Singing. "
"80 ","Tarib ","??? ","Lively, gleeful, merry. "
"81 ","Tarifa ","????? ","Rare, exquisite thing or object. "
"82 ","Tariqah ","????? ","This was the name of the freed slave of Labeet of the family of the princess of al-Qays bin Zayd. "
"83 ","Tarneem ","????? ","Rhythm, voice. "
"84 ","Taroob ","???? ","Lively, gleeful, merry. "
"85 ","Tarub ","","Merry "
"86 ","Tasheen ","","Ever Ambitious. "
"87 ","Tasiyah ","?????? ","Consolation, comfort. "
"88 ","Taslima ","?????? ","Greeting, salutation; fem. of Taslim. "
"89 ","Tasmeekh ","????? ","Living in fragrance. "
"90 ","Tasmeem ","????? ","Strong, durable, long lasting. "
"91 ","Tasmia ","????? ","Bismillah, Giving name. "
"92 ","Tasmin ","????? ","She who fulfills. "
"93 ","Tasneem ","","Fountain of paridise. "
"94 ","Tasneema ","?????? ","A spring in Paradise. "
"95 ","Tasnim ","????? ","A spring in paradise. "
"96 ","Tasweeb ","????? ","Justification, truth. "
"97 ","Taufeeq ","????? ","Instruction, courage, daring. "
"98 ","Taufeer ","????? ","Obundance, excess. "
"99 ","Tauqeer ","????? ","Respect, honour. "
"100 ","Tawaddud ","???? ","Endearment, showing love or affection to, gaining the love of another. "
"101 ","Tawbah ","???? ","Repentence. "
"102 ","Tawfiqa ","?????? ","Prosperity, good luck, good-fortune, success (granted by Allah); fem. of Tawfiq. "
"103 ","Tawoos ","???? ","Peacock. "
"104 ","Taybah ","","Pure. "
"105 ","Tayyiba ","???? ","Good, good-natured, sweet, agreeable, generous, good-tempered; fem. of Tayyib. "
"106 ","Tayyibah ","","Good, pleasant, agreeable. "
"107 ","Tayyibatun Nisa ","???? ??????? ","Good-nature (one) of the woman. "
"108 ","Tazim ","","Respect. "
"109 ","Tazima ","?????? ","Glorification, exaltation, honour, fem. of Tazim. "
"110 ","Tazkia ","????? ","To purify, to clean, to spiritualize. "
"111 ","Tazmeen ","????? ","One who adds, combines, mixes. "
"112 ","Tehmina ","?????? ","Clever "
"113 ","Tehreem ","????? ","Respect, sanctity. "
"114 ","Tehzeeb ","????? ","Civilization, etiquette. "
"115 ","Thabitah ","","Firm. "
"116 ","Thaminah ","","Precious, generous. "
"117 ","Thana ","","Thankfulness, praise. "
"118 ","Thana, Thanaa ","","Thankfulness, commendation, praise "
"119 ","Thara ","","Wealth. "
"120 ","Thara, Tharaa ","","Wealth "
"121 ","Tharwah ","","Wealth "
"122 ","Tharya ","","Name of a pious woman. "
"123 ","Thashin ","","Acclaim. "
"124 ","Thawab ","","Reward "
"125 ","Thoraya ","","Star. "
"126 ","Thubaytah ","","She was among the early Muhajirs to Madina and a distinguished woman comapnion, daughter of Yaar bin Zayd al-Ansariyah. "
"127 ","Thufailah ","","Elegant with good respect for her elders. "
"128 ","Thuml ","","Name of an early distinguished woman. "
"129 ","Thuraiya, Thurayya ","","Star, constellation Pleiades "
"130 ","Thurayya ","","Star. "
"131 ","Thuwaibah, Thuwaybah ","","Deserving of Gods reward; name of a female companion of the Prophet "
"132 ","Thuwaybah ","","Name of one of the wet-nurses of the Prophet (S.A.W). "
"133 ","Tibah ","","Goodness, kindness "
"134 ","Tirana ","????? ","Song, anthem. "
"135 ","Tisha ","","One who is active, lively. (not verified name) "
"136 ","Tooba ","????? ","Good news. "
"137 ","Trana ","????? ","Melody, song. "
"138 ","Tuba ","","The name of a tree in heaven. "
"139 ","Tuba, Tubaa ","","Blessedness, beautitude "
"140 ","Tubaa ","???? ","Blessedness, beatitude. "
"141 ","Tufaylah ","????? ","This was the name of the freed slave of al-Waleed bin Abdullah; she transmitted Hadith from Sayyidah Ayshah RA. "
"142 ","Tuhfa ","???? ","Gift, present. "
"143 ","Tulayhah ","????? ","Daughter of Rabiah bin al-Harish she narrated Hadith from Sayyidah Ayshah RA. "
"144 ","Tumadur ","","Old Arabic name. "
"145 ","Tuqa ","??? ","Heedfulness of God. "
"146 ","Tuqa, Tuqaa ","","Heedfulness of God "
"147 ","Turfa ","???? ","Rarity, rare object, novelty. "
