"S/N","English ","Arabic ","Meaning "
"54 ","Hamdan ","????? ","Much praise. A tribe in Arabia. "
"55 ","Hamdiyah ","?????? ","One who praises a lot. "
"56 ","Hameeda ","????? ","Praised, commended, praiseworthy, commendable; fem. of Hamid. "
"57 ","Hamida ","????? ","Praiser (of Allah); fem. of Hamid. "
"58 ","Hamidah ","","Praising Allah, appreciative. "
"59 ","Hamidah, Hameeda ","","Praiseworthy "
"60 ","Hamima ","????? ","Close friend. "
"61 ","Hammada ","????? ","Praising (God). "
"62 ","Hamnah ","???? ","The daughter of Jahsh al-Asdiyah was so named; she narrated Hadith. "
"63 ","Hamra ","????? ","Red. "
"64 ","Hana ","???? ","Happiness, bliss, felicity. "
"65 ","Hanan ","???? ","Compassion, affection, love, mercy, tenderness, warm-heartedness. "
"66 ","Hanfa ","????? ","Name of the wife of Sayyidina Ismail AS. "
"67 ","Hani ","???? ","Pleasant. "
"68 ","Hania ","????? ","Happy, delighted. "
"69 ","Haniah ","","of happiness, bliss "
"70 ","Hanifa ","????? ","True, one of true faith, upright; fem. of Hanif. "
"71 ","Hanifah, Hanifa, Haneefa ","","True believer "
"72 ","Hanin ","???? ","Desire, longing, yearning. "
"73 ","Haniya ","???? ","Pleasant, happy. "
"74 ","Haniyah ","","Pleasant. "
"75 ","Haniyyah, Haniya ","","Pleased, happy "
"76 ","Hanna ","??? ","Compassion, sympathy, pity. "
"77 ","Hannah ","","Affection. "
"78 ","Hanoon ","???? ","Compassionate, merciful, affectionate, tender-hearted, soft-hearted. "
"79 ","Hanoona ","????? ","Compassionate; fem. of Hanun. "
"80 ","Hareem ","???? ","House, walls of a house. "
"81 ","Hareer ","???? ","Silk. "
"82 ","Harisa ","????? ","Cultivator, lioness; fem. of Haris (Harith). "
"83 ","Haroona ","?????? ","Protector, messenger. "
"84 ","Hasana ","???? ","Good deed, kind act, favour; sing. of Hasanat. "
"85 ","Hashmat ","???? ","Modesty, bashfulness, decency, decorum. "
"86 ","Hasiba ","????? ","Highborn, respected, noble; fem. of Hasib. "
"87 ","Hasibah ","","Respected, noble "
"88 ","Hasifa ","????? ","Judicious, wise, prudent, sagacious, endowed with sound judgement; fem. of Hasif. "
"89 ","Hasina ","????? ","Pretty, beautiful. "
"90 ","Hasinah ","","Pretty, beautiful. "
"91 ","Hasna ","????? ","Pious, beautiful woman. "
"92 ","Hasnah, Hasna, Hasna ","","Beautiful "
"93 ","Hasnat ","????? ","Virtues. "
"94 ","Hassana ","????? ","Most beautiful woman, most sweetheart. "
"95 ","Hatima ","????? ","Generous. "
"96 ","Hawa, Hawwa ","","Eve "
"97 ","Hawadah ","????? ","Pleasant. "
"98 ","Hawazin ","????? ","Name of an Arabic tribe. "
"99 ","Hawiya ","????? ","Dominant. "
"100 ","Hawla ","????? ","Intelligent. "
"101 ","Hawra ","????? ","Having eyes with a marked contrast of black and white. "
"102 ","Hawwa ","???? ","A beautiful girl with a ruddy complexion, Eve; wife of Adam, mother of mankind. "
"103 ","Haya ","???? ","Shyness, bashfulness, coyness, modesty. "
"104 ","Hayah ","","Life. "
"105 ","Hayah, Hayat ","","Life "
"106 ","Hayam ","","Deliriously in love "
"107 ","Hayam, Hayaam ","","Deliriously in love "
"108 ","Hayat ","???? ","Life. "
"109 ","Hayed ","","Movement, motion "
"110 ","Hayfa ","","Slender, of beautiful body. "
"111 ","Hayrah ","???? ","She was a well-=known narrator of Hadith from the generation after the companions (AN) "
"112 ","Hayud ","","a mountain "
"113 ","Hazar ","???? ","Kind of nightingale. "
"114 ","Hazeena ","????? ","Autumn, treasure, forever. "
"115 ","Hazeerah ","????? ","Wise. "
"116 ","Hazima ","????? ","Firm, energetic, judicious, discreet, prudent; fem. of Hazim. "
"117 ","Hazimah ","","A female companion of the Prophet (S.A.W). "
"118 ","Haziqa ","????? ","Clever, shrewd. "
"119 ","Haziqah ","","Clever, intelligent, beautiful. "
"120 ","Hazira ","????? ","Intelligent. Wise "
"121 ","Hazirah ","","Clean. "
"122 ","Hazzafa ","????? ","The name of Hazrat Haleema Saadia's daughter. "
"123 ","Heba ","","Gift. "
"124 ","Heela ","","Hope. "
"125 ","Heer ","??? ","Powerful, Power. "
"126 ","Helai ","???? ","Swan. "
"127 ","Hena ","??? ","Greenery "
"128 ","Henna ","","Blessed. "
"129 ","Hessa ","","Destiny "
"130 ","Heyam ","","One of the many levels or degrees of love. "
"131 ","Hiba ","??? ","Gift, present. "
"132 ","Hibah ","","Gift, present "
"133 ","Hibat Allah ","","Gift of God "
"134 ","Hibatullah ","??? ???? ","Gift of God. "
"135 ","Hibba ","","Gift from Allah. "
"136 ","Hibbah ","","Gift of God. "
"137 ","Hidayah ","","Guidance "
"138 ","Hidiyah ","","As One. "
"139 ","Hifza ","","Protective angel. "
"140 ","Hijab ","???? ","Daughter of a Scholar from Baghdad. Veil. "
"141 ","Hijrah ","","Migration (of the Prophet, from Makkah to Madinah) "
"142 ","Hikmah, Hikmat ","","Wisdom "
"143 ","Hikmat ","???? ","Wisdom. "
"144 ","Hila ","???? ","Hope. "
"145 ","Hilal ","???? ","Crescent, new moon. "
"146 ","Hina ","??? ","The Indian privet; a shrub, the leaves of which are used for dyeing the hands, feet and hair. "
"147 ","Hind ","??? ","Proper name. "
"148 ","Hindah ","???? ","She was the wife of Abu Sufyan (some versions call her Hind). "
"149 ","Hira ","??? ","A peak near Makkah where Prophet Muhammad (SAW) used to worship Allah. "
"150 ","Hirah ","","Mount Hirah, named after the mountain where the Holy Qur'an was delivered to Prophet Muhammed (PBUH). "
"151 ","Hiyam ","???? ","Passionate love. "
"152 ","Hoor ","??? ","A virgin maiden of Paradise for its dwellers. "
"153 ","Hooria ","","Angel of Heaven. "
"154 ","Hooriya ","????? ","Virgin of Paradise, houri, nymph. "
"155 ","Hoorulain ","???????? ","The most beautiful HUR with beautiful eyes. "
"156 ","Horia ","","Angel. "
"157 ","Hoyam ","???? ","Passionate love. "
"158 ","Hubab ","???? ","Aim, goal. "
"159 ","Hubayshah ","????? ","She was the daughter of Hubaysh al-Aamiriyah; she was a poetess. "
"160 ","Hubba ","???? ","She was a beautiful woman, daughter of Maalik bin Amr al-Adwaniyah (AN) "
"161 ","Huboor ","???? ","Happiness. "
"162 ","Huda ","??? ","Right guidance, right path. "
"163 ","Huda, Hooda ","","Right guidance "
"164 ","Hudun ","???? ","To become quiet. "
"165 ","Hujaymah ","????? ","Attack. "
"166 ","Hujayrah ","????? ","She was a narrator of Hadith, daughter of Husayn. "
"167 ","Hukaymah ","","She was the daughter of Umaymah daughter of Ruqayqah (R.A) a companion; another woman by this name, daughter of Mahmood bin Muhammad was a reciter of the Quran. "
"168 ","Hukayman ","????? ","She was the daughter of Umaymah daughter of Ruqayqah RA a companion. "
"169 ","Hulyah ","???? ","Jewelry, ornament, finery. "
"170 ","Huma ","??? ","An imaginary bird. "
"171 ","Humaida ","????? ","Praised; fem. of Humaid. "
"172 ","Humaira ","?????? ","Of red colour. Name of Ayesha, wife of the Prophet Muhammad. "
"173 ","Humairah, Humayrah ","","Of reddish complexion; nickname the Prophet gave to his wife Aishah "
"174 ","Humaydah ","","She was a narrator of hadith. "
"175 ","Humayrah ","","Red. "
"176 ","Humera ","","The imaginary bird who soars the highest. "
"177 ","Humra ","","Beautiful, Rose. "
"178 ","Hunaidah, Hunaydah ","","Diminutive of Hind "
"179 ","Hunaydah ","????? ","The wife of Ibrahim al-Nakhee was so named, as also the daughter of Shurayk. (AN). Whe was a narrator of Hadith. "
"180 ","Hur ","","Virgins of paradise "
"181 ","Hura ","??? ","Free woman "
"182 ","Huriyah, Huriyyah, Hooriya ","","a Houri, virgin of paradise "
"183 ","Hurmat ","???? ","Respect, dignity or something declared, sacred by religion. "
"184 ","Hurriya ","???? ","Freedom, liberty. "
"185 ","Hurya ","","a Houri, virgin of paradise "
"186 ","Husaina ","????? ","Diminutive of Husn, beauty. "
"187 ","Husay ","???? ","Gazelle / Deer. "
"188 ","Hushaima ","????? ","Diminutive of Hishma, modesty. "
"189 ","Husn ","??? ","Beauty, gracefulness, prettiness. "
"190 ","Husn Ara ","??? ??? ","Adorned with beauty. "
"191 ","Husna ","????? ","Most pious, good outcome; fem. of Ahsan. "
"192 ","Husni ","???? ","Possessing beauty. "
"193 ","Husniya ","????? ","Beautiful, pretty. "
"194 ","Husniyah ","","Beautiful "
"195 ","Hutun ","","Clouds with rain "
"196 ","Huwaidah, Huwaydah ","","Gentle "
"197 ","Huwaydah ","?????? ","Gentle. "
"198 ","Huzuz ","???? ","Pl. of Hazz, fortune, good luck. "
"199 ","Hzim ","???? ","Strength, Care. "
