"Abdul Lateef"
"Abdul Latif"
"Abdul Maajid"
"Abdul Maalik"
"Abdul Maane"
"Abdul Majeed"
"Abdul Majid"
"Abdul Malik"
"Abdul Mani"
"Abdul Mannan"
"Abdul Mateen"
"Abdul Matin"
"Abdul Moakhir"
"Abdul Moez"
"Abdul Mohsi"
"Abdul Momit"
"Abdul Moqit"
"Abdul Mubdee"
"Abdul Mubdi"
"Abdul Mueed"
"Abdul Mughni"
"Abdul Muhaimin"
"Abdul Muhaymin"
"Abdul Muhsi"
"Abdul Muhsin"
"Abdul Muhyee"
"Abdul Muhyi"
"Abdul Muid"
"Abdul Muiz"
"Abdul Muizz"
"Abdul Mujeeb"
"Abdul Mujib"
"Abdul Mumin"
"Abdul Munim"
"Abdul Muntaqim"
"Abdul Muqaddim"
"Abdul Muqeet"
"Abdul Muqsit"
"Abdul Muqtadir"
"Abdul Musawwir"
"Abdul Mutaal"
"Abdul Mutakabbir"
"Abdul Mutali"
"Abdul Muti"
"Abdul Muttalib"
"Abdul Muzanni"
"Abdul Nafi"
"Abdul Naseer"
"Abdul Nasir"
"Abdul Nasser"
"Abdul Noor"
"Abdul Nur"
"Abdul Qaadir"
"Abdul Qabiz"
"Abdul Qadeer"
"Abdul Qadir"
"Abdul Qahaar"
"Abdul Qahhar"
"Abdul Qahir"
"Abdul Qawi"
"Abdul Qayyum"
"Abdul Quddus"
"Abdul Qudoos"
"Abdul Raafi"
"Abdul Rabb"
"Abdul Rafi"
"Abdul Raheem"
"Abdul Rahim"
"Abdul Rahman"
"Abdul Raqib"
"Abdul Rashid"
"Abdul Rauf"
"Abdul Razzaq"
"Abdul Sabur"
"Abdul Salam"
"Abdul Samad"
"Abdul Sami"
"Abdul Sattar"
"Abdul Shahid"
"Abdul Shakoor"
"Abdul Shakur"
"Abdul Tawwab"
"Abdul Vajed"
"Abdul Vakil"
"Abdul Waali"
"Abdul Waase"
"Abdul Wadood"
"Abdul Wadud"
"Abdul Wahhab"
"Abdul Wahid"
"Abdul Wajid"
"Abdul Wakil"
"Abdul Wali"
"Abdul Waliy"
"Abdul Waris"
"Abdul Warith"
"Abdul Wasi"
"Abdul Zahir"
"Abdul, Abdel, Abd al"
"Abdul-Aalee"
"Abdul-Adheem"
"Abdul-Aleem"
"Abdul-Baaqi"
"Abdul-Baari"
"Abdul-Baasit"
"Abdul-Barr"
"Abdul-Dhahir"
"Abdul-Ghaffar"
"Abdul-Ghafur"
"Abdul-Ghani"
"Abdul-Hadi"
"Abdul-Hafeedh"
"Abdul-Hakeem"
"Abdul-Haleem"
"Abdul-Hameed"
"Abdul-Haqq"
"Abdul-Haseeb"
"Abdul-Jabbar"
"Abdul-Jaleel"
"Abdul-Kareem"
"Abdul-Khaliq"
"Abdul-Lateef"
"Abdul-Majeed"
"Abdul-Majid"
"Abdul-Malik"
"Abdul-Mu'eid"
"Abdul-Mu'izz"
"Abdul-Mughni"
"Abdul-Mujeeb"
"Abdul-Mumin"
"Abdul-Muqtadir"
"Abdul-Muta'alee"
"Abdul-Nur"
"Abdul-Qaadir"
"Abdul-Qahhar"
"Abdul-Qaiyoum"
"Abdul-Quddus"
"Abdul-Waajid"
"Abdul-Wadood"
"Abdul-Wahhab"
"Abdul-Warith"
"Abdullah"
"Abdun Naafe"
"Abdun Nasir"
"Abdun Noor"
"Abdur Rab"
"Abdur Rafi"
"Abdur Rahim"
"Abdur Rahman"
"Abdur Raoof"
"Abdur Raqib"
"Abdur Rasheed"
"Abdur Rashid"
"Abdur Rauf"
"Abdur Razzaq"
"Abdur-Raheem"
"Abdur-Rahman"
"Abdur-Raqeeb"
"Abdur-Rasheed"
"Abdur-Rauf"
"Abdur-Razzaq"
"Abdus"
"Abdus Saboor"
"Abdus Sabur"
"Abdus Salaam"
"Abdus Salam"
"Abdus Samad"
"Abdus Sami"
"Abdus Sattar"
"Abdus Shafi"
"Abdus Subbooh"
"Abdus Subhan"
"Abdus Subooh"
"Abdus-Sabour"
"Abdus-Salaam"
"Abdus-Samad"
"Abdus-Sameei"
"Abdus-Shaheed"
"Abdus-Shakur"
"Abdush Shafi"
"Abdush Shaheed"
"Abdush Shahid"
"Abdut Tawwab"
"Abduz Zahir"
"Abeel"
"Abid"
"Abidin"
"Abidullah"
"Abir"
"Abisali"
"Abrad"
"Abram"
"Abrar"
"Abrash"
"Abraz"
"Abreeq"
"Absar"
"Absat"
"Absham"
"Absi"
"Abt'hi"
"Abteen"
"Abu al Khayr"
"Abu Ayyub"
"Abu Bakr"
"Abu Darda"
"Abu Dawud"
"Abu Hanifa"
"Abu Hurairah"
"Abu Huzaifah"
"Abu Isa"
"Abu Juhafa"
"Abu Mahzoorah"
"Abu Masood"
"Abu Moosa"
"Abu Saeed"
"Abu Talha"
"Abu Talib"
"Abu Turab"
"Abu Ubaidah"
"Abu Yousuf"
"Abu Zar"
"Abul Alaa"
"Abul Barakat"
"Abul Bashar"
"Abul Farah"
"Abul Faraj"
"Abul Fath"
"Abul Fazl"
"Abul Haisam"
"Abul Hasan"
"Abul Husain"
"Abul Kalam"
"Abul Khair"
"Abul Mahasin"
"Abul Qasim"
"Abul Yumn"
"Abul Yusr"
"Abul-Hassan"
"Abyad"
"Abyan"
"Abyaz"
"Abzari"
"Adam"
"Adan"
"Adawi"
"Adbul-Qawi"
"Adeeb"
"Adeel"
"Adeem"
"Adel"
"Adel, Adil"
"Adham"
"Adheen"
"Adi"
"Adib"
"Adil"
"Adiy"
"Adl"
"Adli"
"Adnan"
"Adnan, Adnan"
"Aduz Zahir"
"Adyan"
"aetisham"
"Afaaq"
"Afandi"
"Afaq"
"Afeef"
"Affan"
"Afham"
"Afif"
"Afif, Afeef"
"Afif-ud-Din"
"Afkar"
"Aflah"
"Afraz"
"Afridi"
"Afroze"
"Afsa"
"Afsah"
"Afsaneh"
"Afsar"
"Afsar-ud-Din"
"Afshin"
"Aftab"
"Aftab-ud-Din"
"Aftar"
"Afuww"
"Afzaal"
"Afzal"
"Agha"
"Agharr"
"Aghlab"
"Ahad"
"Ahdaf"
"Ahkam"
"Ahmad"
"Ahmad, Ahmed"
"Ahmadullah"
"Ahmar"
"Ahmed"
"Ahnaf"
"Ahraz"
"Ahsab"
"Ahsan"
"Ahsanullah"
"Ahwas"
"Ahyan"
"Ahzab"
"Aidh"
"Aijaz"
"Aimal"
"Aiman"
"Aishah"
"Aiz"
"Aizaad"
"Ajaam"
"Ajawid"
"Ajeeb"
"Ajer"
"Ajib"
"Ajlah"
"Ajmal"
"Ajmar"
"Ajtaba"
"Ajwaad"
"Ajwad"
"Akbar"
"Akeem"
"Akfash"
"Akhas"
"Akhdan"
"Akhfash"
"Akhlaq"
"Akhmas"
"Akhram"
"Akhtar"
"Akhund"
"Akhund Zada"
"Akhzar"
"Akif"
"Akil"
"Akmal"
"Akram"
"Al Abbas"
"Al Amin"
"Al Burhan"
"Al Faiz"
"Al Mamoon"
"Al Rafi"
"Al Safi"
"Al Siddiq"
"Al Tahir"
"Al Tayyib"
"Ala"
"Ala al Din"
"Ala'"
"Ala-ud-Din"
"Alaa"
"Aladdin, Ala al din"
"Alam"
"Alamgir"
"Alamzeb"
"Aleem"
"Aleem-ul-Huda"
"Aleemuddin"
"Alhan"
"Alhasan"
"Alhazar"
"Alhusain, Alhusayn"
"Ali"
"Ali , Ali, Aliyy"
"Ali Asghar"
"Alim"
"Allah Bakhsh"
"Allal"
"Almahdi"
"Alman"
"Almas"
"Almir"
"Altaam"
"Altaf"
"Altaf Hussain"
"Altair"
"Altamash"
"Alwaz"
"Alyasaa"
"Amaad"
"Amaan"
"Amaar"
"Amail"
"Amal"
"Amala"
"Amam"
"Amanat"
"Amani"
"Amanuddin"
"Amanullah"
"Amar"
"Ameer"
"Amer"
"Amid"
"Amiduddawlah"
"Amin"
"Amin, Ameen"
"Aminuddin"
"Amir"
"Amir, Ameer"
"Amjaad"
"Amjad"
"Ammaar"
"Ammar"
"Ammar, Ammar"
"Amr"
"Amro"
"Anam"
"Anan"
"Anas"
"Anasah"
"Andam"
"Aneen"
"Aneeq"
"Anees"
"Angar"
"Aniq"
"Anis"
"Aniya"
"Anjam"
"Anjum"
"Anoush"
"Ansaar"
"Ansah"
"Ansari"
"Antar"
"Antarah"
"Anwaar"
"Anwar"
"Anwarulkarim"
"Anwarus Sadat"
"Anzar"
"Aqdas"
"Aqeel"
"Aqeil"
"Aqib"
"Aqil"
"Aqleem"
"Aqmar"
"Aqqaad"
"Aqrab"
"Arad"
"Arafat"
"Araiz"
"Aram"
"Arash"
"Araysh"
"Arbaaz"
"Arbab"
"Ardalan"
"Ardam"
"Areeb"
"Areef"
"Areej"
"Arees"
"Areez"
"Aref"
"Arfaa"
"Arfan"
"Arfeen"
"Arham"
"Arif"
"Arikah"
"Arjmand"
"Arkan"
"Armaan"
"Arman"
"Armeen"
"Aroosh"
"Arqam"
"Arsal"
"Arsalaan"
"Arsalan"
"Arsel"
"Arsh"
"Arshad"
"Arshan"
"Arshaq"
"Arshi"
"Arshia"
"Artah"
"Arwah"
"Arzan"
"Arzang"
"As'ad"
"Asaad"
"Asad"
"Asadel"
"Asadullah"
"Asar"
"Asbaat"
"Asbagh"
"Asbat"
"Aseed"
"Aseel"
"Aseer"
"Asfa"
"Asghar"
"Ash'ab"
"Asha'as"
"Asha'ath"
"Ashab"
"Ashaj"
"Ashar"
"Ashaz"
"Ashfaq"
"Ashhal"
"Ashhar"
"Ashim"
"Ashja"
"Ashkan"
"Ashmath"
"Ashnad"
"Ashraf"
"Ashrafus Sadat"
"Ashras"
"Asif"
"Asil"
"Asim"
"Asim, Asim"
"Asjad"
"Askar"
"Askari"
"Asla"
"Aslam"
"Asma"
"Asooda"
"Asra"
"Asrar"
"Astaan"
"Aswad"
"Ata"
"Ata al Rahman"
"Ata Allah"
"Ata, Ataa"
"Atabuk"
"Atal"
"Atash"
"Ataubaq"
"Ataullah"
"Ataur Rahman"
"Ateeb"
"Athar"
"Athazaz"
"Athil"
"Athir"
"Atif"
"Atif, Atif"
"Atiq"
"Atir"
"Attaar"
"Attaboak"
"Attar"
"Attiq"
"Atuf"
"Atyab"
"Aun"
"Aurang"
"Aurangzeb"
"Aus"
"Ausaf"
"Awad"
"Awad, Awad"
"Awais"
"Awaiz"
"Awalmir"
"Awan"
"Awanah"
"Awf"
"Awn"
"Aws"
"Awwab"
"Awwal"
"Ayaan"
"Ayaat"
"Ayaaz"
"Ayat"
"Ayatullah"
"Aybak"
"Aydin"
"Ayham"
"Aymaan"
"Ayman"
"Ayn"
"Aynul Hasan"
"Aynul Hayat"
"Aynun Naim"
"Ayser"
"Ayyash"
"Ayyub"
"Ayyub, Ayoob"
"Aza"
"Azaad"
"Azaam"
"Azaan"
"Azab"
"Azad"
"Azain"
"Azam"
"Azbak"
"Azeem"
"Azeem, Azim"
"Azfar"
"Azfer"
"Azghan"
"Azhaar"
"Azhaf"
"Azhar"
"Azharan"
"Azim"
"Aziz"
"Aziz, Aziz"
"Azizullah"
"Azlan"
"Azli"
"Azmaray"
"Azmat"
"Azmeer"
"Azmi"
"Azraf"
"Azraq"
"Azraqi"
"Azud"
"Azududdin"
"Azzam"
"Azzam, Azzam"
