"S/N","English ","Arabic ","Meaning "
"68 ","Wasam ","???? ","Medal, prize, honour "
"69 ","Wasay ","","Unlimited, All Encompassing, Boundless. "
"70 ","Waseef ","???? ","Page, Valet (domestic) servant. "
"71 ","Waseem ","???? ","Graceful. Handsome. Good Looking. "
"72 ","Waseeq ","???? ","Solid, strong, secure. "
"73 ","Wasey ","???? ","Broad-minded, liberal, learned, capacious, ample. scholarly. Al-Wasi, the All-embracing: one of the names of Allah. "
"74 ","Wasfi ","???? ","Eulogize, Praise highly. "
"75 ","Wasi ","??? ","An executor; administrator (of a will), preceptor. "
"76 ","Wasif ","???? ","Eulogiser, Praiser "
"77 ","Wasil ","???? ","Incoming, Arriving, Connected. "
"78 ","Wasilah ","????? ","Bin al-Asqa RA had this name. "
"79 ","Wasim ","???? ","Handsome, beautiful, graceful. "
"80 ","Wasim, Waseem ","","Graceful, good looking "
"81 ","Wasimuddin ","???? ????? ","Handsome (person) of the religion (Islam). "
"82 ","Wasiq ","???? ","Confident, sure, certain. "
"83 ","Watheq ","","Firm, reliable, confident. "
"84 ","Wazir ","???? ","Minister, vizier, an adviser or counsel to the king. "
"85 ","Wilan ","???? ","Friendship, affection. "
"86 ","Wilayat ","????? ","Custody, guardianship. "
"87 ","Wildan ","","Boy in heaven. "
"88 ","Wisam ","","Badge, Logo, like coat of Arms. "
"89 ","Wohayb ","???? ","Something bestowed. "
