"S/N","English ","Arabic ","Meaning "
"135 ","Zufishan ","?????? ","Bright. "
"136 ","Zuha ","???? ","Forenoon. "
"137 ","Zuhair ","???? ","Small flower. "
"138 ","Zuhair, Zuhayr ","","Bright, having flowers "
"139 ","Zuhayr ","","Bright. "
"140 ","Zuhoor ","???? ","Fame, splendour, emergence. "
"141 ","Zuka ","??? ","The sun, dawn, morning. "
"142 ","Zukauddin ","????????? ","Sun of the religion (Islam). "
"143 ","Zukaullah ","???????? ","Sun of Allah. "
"144 ","Zukaur Rahman ","??????????? ","Sun of Rahman i.e. Allah. "
"145 ","Zul Kifl ","??????? ","A Prophet of Allah. "
"146 ","Zul Qarnayn ","????????? ","""Owner of the two horns"" i.e. world conqueror, epithet of a just king mentioned in the Quran. "
"147 ","Zulaym ","???? ","Ibn-Hutayt was a narrator of Hadith with this name. "
"148 ","Zulfaqar ","???????? ","The cleaver of vertebrae. Name of a sword presented to Ali (R.A.) by Muhammad. "
"149 ","Zulfat ","???? ","Friendship, nearness, status. "
"150 ","Zulfi ","???? ","Handle of a sword. "
"151 ","Zulfiqar ","","Sword name of Hazart Ali. "
"152 ","Zunnoon ","??????? ","'Lord of the fish', an epithet of Prophet Yunus i.e. Jonah who was swallowed by a big fish and later rescued by the grace of Allah. "
"153 ","Zushimalain ","?????????? ","Name of a Sahabi RA. "
"154 ","Zuti ","???? ","Name of the grandfather of Imam Abu Hanifah "
"155 ","Zwandun ","?????? ","Life. "
