"S/N","English ","Arabic ","Meaning "
"87 ","Nasim ","???? ","Fresh air. "
"88 ","Nasim-ul-Haq ","???? ???? ","Breeze of the Truth i.e. Allah. "
"89 ","Nasimuddin ","???? ????? ","Breeze of the religion (Islam). "
"90 ","Nasir ","???? ","Helper, protector, defender. "
"91 ","Nasir al Din ","","Protector of the faith "
"92 ","Nasiruddin ","???? ????? ","Defender of the faith (Islam). "
"93 ","Nasmi ","","Breeze. "
"94 ","Nasr ","??? ","Help, aid, support. "
"95 ","Nasr, Nasser ","","Victory "
"96 ","Nasri ","???? ","Winner of victory after victory. "
"97 ","Nasruddin ","???????? ","Victory of the religion (Islam). "
"98 ","Nasrullah ","??????? ","Help of Allah. "
"99 ","Nasuh ","","Sincere, faithful "
"100 ","Natiq ","???? ","Endowed with speech, eloquent, rational (being), spokesperson. "
"101 ","Nauman ","????? ","Flower Beds, Blood; name of the kind of Hirah in Arabia, especially of the last, Numan bin Munzir, also name of a Sahabi (AS). "
"102 ","Naushad ","????? ","Happy. "
"103 ","Naveed ","???? ","Happy tidings, good news. "
"104 ","Nawab ","???? ","Barron, ruler. "
"105 ","Nawaf ","???? ","High, lofty. "
"106 ","Nawaf, Nawwaf ","","High, lofty "
"107 ","Nawaz ","???? ","One who caresses, soothes. "
"108 ","Nawfal ","???? ","Generous, old Arabic name for the sea. "
"109 ","Nayab ","????? ","Rare, Precious. "
"110 ","Nayif, Naif ","","High, excellent; surplus, abundance "
"111 ","Nayyar ","??? ","Bright Star "
"112 ","Nazakat ","????? ","Delicacy. "
"113 ","Nazar ","??? ","A vow, promise made to God; a gift, charity, votive offering. "
"114 ","Nazeef ","???? ","Pure, clean, innocent, neat and clean, chaste. "
"115 ","Nazeer ","???? ","Warner, Prophet sent by Allah to warn mankind, a courtier. "
"116 ","Nazer ","???? ","Bright, radiant, blooming. "
"117 ","Nazih ","???? ","Pure, virtuous, just, honest. "
"118 ","Nazih, Nazeeh ","","Pure, chaste "
"119 ","Nazim ","???? ","Organizer, governor, arranger, adjuster, administrator, director, a composer of verses. "
"120 ","Nazim, Nazeem ","","Arranger, adjuster "
"121 ","Nazimuddin ","???? ????? ","Organizer of the religion (Islam). "
"122 ","Nazir ","","Observer, supervisor. "
"123 ","Nazmi ","???? ","Arranger, organizer. "
"124 ","Nemat ","???? ","Blessing, boon, favour, grace, bounty, comforts of life. "
"125 ","Niaz ","???? ","Dependence "
"126 ","Niazi ","????? ","Petitioner, an afghan tribe. "
"127 ","Nibras ","???? ","Lamp, light. "
"128 ","Nidal ","","Struggle "
"129 ","Nihal ","???? ","Prosperous "
"130 ","Nihar ","???? ","Dawn, morning, early day. "
"131 ","Nijad ","","Tall, dominant "
"132 ","Nimatullah ","???? ???? ","Blessing of Allah. "
"133 ","Nimr ","??? ","Tiger. "
"134 ","Nisar ","???? ","To strew, to sacrifice. "
"135 ","Nishaaj ","","Explorer. "
"136 ","Nishat ","???? ","Mirth, ecstacy. "
"137 ","Nithar ","","Sacrifice. "
"138 ","Niyaz ","","Dedication, Offering. "
"139 ","Nizal ","???? ","Striving, contest, competition, battle. "
"140 ","Nizam ","???? ","Order, arrangement, discipline, ruler, system. "
"141 ","Nizam-ul-Mulk ","???? ????? ","The organization of the kingdom. "
"142 ","Nizamat ","????? ","Organization, arrangement. "
"143 ","Nizami ","????? ","Of or relating to Nizam. "
"144 ","Nizamuddin ","???? ????? ","Discipline of the religion (Islam). "
"145 ","Nizar ","","Old Arabic name "
"146 ","Nizzar ","","Keen-eyed, Attention to details. "
"147 ","Nokhez ","????? ","Newly bloomed, arising. "
"148 ","Noman ","????? ","Men with all blessings of Allah. "
"149 ","Nooh ","??? ","Noah, name of Prophet of Allah. "
"150 ","Noor ","??? ","Light, illumination. Allah's epithet. "
"151 ","Noor Muhammad ","??? ???? ","Light of the Prophet Muhammad. "
"152 ","Noorali ","","Light of Ali. "
"153 ","Noori ","???? ","Light, luminous. "
"154 ","Nooruddin ","???????? ","Light of the religion (Islam). "
"155 ","Noorul Absar ","????????? ","Light of vision. "
"156 ","Noorul Ayn ","???????? ","Light of the eye "
"157 ","Noorul Haq ","??????? ","Light of the Truth i.e. Allah. "
"158 ","Noorul Huda ","????????? ","Light of the right guidance (of Allah). "
"159 ","Noorullah ","??????? ","Light of Allah. "
"160 ","Nooruz Zaman ","????????? ","Light of the era. "
"161 ","Nu'man ","","Blood. "
"162 ","Nuaim, Nuaym ","","Name of several of the Prophets companions "
"163 ","Nuaym ","","One of narrators of Hadith. "
"164 ","Nubaid ","","Bringing Happiness. "
"165 ","Nufail ","???? ","Gracious. "
"166 ","Nuh ","","A Prophet's name. "
"167 ","Nuh, Nooh ","","A Prophets name (Noah) "
"168 ","Nuhaid, Nuhayd ","","Big "
"169 ","Numair ","","Panther "
"170 ","Numan ","","Blood, red "
"171 ","Nur ","","Light. "
"172 ","Nur al Din ","","Brightness of the faith "
"173 ","Nur Firdaus ","","Light of the Highest Paradise "
"174 ","Nur-ul-Qiblatayn ","","Light of the two Qibla. "
"175 ","Nuraz ","","The Treasure Of Noor "
"176 ","Nurdeen ","","Light of the religion. "
"177 ","Nuri ","","Shining, brightness. "
"178 ","Nuri, Noori ","","Shining, brightness "
"179 ","Nusayb ","","Name of a black slave who fought in the early wars of Islam. "
"180 ","Nusayr ","???? ","Ibn al-Farj al-Asaliyy a narrator of Hadith had this name. "
"181 ","Nusrah, Nusrat ","","Help, support "
"182 ","Nusrat ","???? ","Help, aid, assistance, support. "
"183 ","Nusratuddin ","???? ????? ","Help of the religion (Islam). "
"184 ","Nuzayh ","???? ","Pure, chaste. "
