"S/N","English ","Arabic ","Meaning "
"87 ","Farwa ","???? ","Fur; (daughter of Imam Jafar Al-Sadiq). "
"88 ","Faryal ","????? ","Name. "
"89 ","Faryat ","","Delightful sun-shine. "
"90 ","Farzana ","?????? ","Wise, learned. "
"91 ","Farzeen ","????? ","Learned. "
"92 ","Faseehah ","","Eloquent. "
"93 ","Faseelah ","????? ","Some distance. "
"94 ","Fasiha ","????? ","Eloquent, fluent, well-spoken; fem. of Fasih. "
"95 ","Fasiya ","????? ","A gentle woman. "
"96 ","Fateenah ","????? ","Intelligent. "
"97 ","Fathima ","","Daughter of the Prophet (PBUH). "
"98 ","Fathiya ","????? ","One who wins victory after victory; fem. of Fathi. "
"99 ","Fathiyah ","","Beginning "
"100 ","Fatiha ","????? ","Opening, introduction, dawn, first. "
"101 ","Fatihah ","","Opening. "
"102 ","Fatim ","","A woman worthy of the ut-most praise "
"103 ","Fatima ","????? ","Literally: weaner, Abstinence, daughter of Muhammad (pbuh) and wife of Khalifa Ali known as Sayyidat-al-Nisa (the chief of women). "
"104 ","Fatimah ","","A daughter of the Prophet (S.A.W). "
"105 ","Fatimah, Fatima ","","Accustom; daughter of the Prophet "
"106 ","Fatin ","???? ","Beautiful, pretty, attractive, glamorous, captivating, ravishing. "
"107 ","Fatin or Fatinah ","","Fascinating, captivating, alluring, enchanting "
"108 ","Fatinah ","????? ","Charming, fascinating, alluring, captivating. "
"109 ","Fattana ","????? ","Extremely beautiful, charming, captivating. "
"110 ","Fauqiyah ","????? ","High Grade "
"111 ","Fauzia ","","Succesful, Victorious. "
"112 ","Fawha ","???? ","Breath of fragrance. "
"113 ","Fawz ","??? ","Success, Salvation. "
"114 ","Fawza ","???? ","Victory, triumph, success, winning, achievement. "
"115 ","Fawzah, Fawza ","","Success "
"116 ","Fawziyah ","","Successful. "
"117 ","Fawziyyah, Fawziya, Fazia ","","Successful, victorious "
"118 ","Fayha ","???? ","Good smell from heaven. Fragrance. "
"119 ","Fayona ","????? ","Beautiful, pretty. "
"120 ","Fayrooz ","????? ","Turquoise. "
"121 ","Fayruz ","","Turquoise "
"122 ","Fayyaza ","????? ","A lady who confers great favours, most generous and bountiful. "
"123 ","Fazeela ","????? ","High degree of excellence, merit, perfection, outstanding, virtue, excellence, knowledge. "
"124 ","Fazeen ","???? ","Increasing. "
"125 ","Fazilatun Nisa ","????? ?????? ","Excellence of the women. "
"126 ","Fazzilet ","","Blessings of Allah. "
"127 ","Feerozah ","","A precious stone. Daughter of al-Mazfar, She was a scholar, narrator of Hadith and a very righteous woman; she wrote a book of Hadith ""Al-Arbaeen Riwayat as-salihat an As-salhiheen. "
"128 ","Feheema ","????? ","Intelligent, judicious, learned, erudite; fem. of Faheem. "
"129 ","Feiyaz ","","Successful. "
"130 ","Fellah ","","Arabian jasmine "
"131 ","Femida ","","Wise. "
"132 ","Fida ","??? ","Sacrifice. "
"133 ","Fidda ","??? ","Silver. "
"134 ","Fiddah ","","Silver "
"135 ","Fikriyah ","????? ","Intellectual. "
"136 ","Filza ","","Rose from heaven "
"137 ","Fir ","","A sharp weapon. "
"138 ","Firdaus ","????? ","Paradise, heaven, garden. "
"139 ","Firdausi ","?????? ","Heavenly. "
"140 ","Firdaws ","","Highest garden in Paradise. "
"141 ","Firdaws, Firdoos ","","Highest garden in Paradise "
"142 ","Firdous ","","Garden. "
"143 ","Firdowsa ","","Highest garden of paradise. "
"144 ","Firoza ","?????? ","Turquoise, a bright greenish-blue coloured precious stone. "
"145 ","Firyal ","","Old Arabic name "
"146 ","Fiza ","???? ","Wide, open, open hearted. "
"147 ","Forouzan ","????? ","Shining. "
"148 ","Fouzia ","????? ","Victory, Triumphant, Successful. "
"149 ","Fozia ","????? ","Successful "
"150 ","Foziah ","","Successful. "
"151 ","Fuada ","????? ","Heart; fem. of fuad. "
"152 ","Fudayl ","???? ","Learned, scholar. "
"153 ","Funoon ","???? ","Variety, art. "
"154 ","Furat ","???? ","Sweet water. "
"155 ","Furayah ","????? ","Handsome, Well-built. "
"156 ","Furoozan ","?????? ","Luminous, radiant. "
"157 ","Fusaylah ","","Some distance. "
"158 ","Fuseelah ","????? ","Name of a narrator of Hadith who transmitted from her father, Wasilah bin al-Asqa RA who from the Prophet PBUH. "
"159 ","Futun ","","Fascinations "
"160 ","Fuzail ","???? ","A form of Faazil, meaning: An accomplished person; name of a saint known as Fuzail bin Iyaaz. "
