"S/N","English ","Arabic ","Meaning "
"101 ","Abdul Hamid ","","Servant of the Praised One "
"102 ","Abdul Hannan ","????????? ","Slave of the Merciful Forgiving. "
"103 ","Abdul Haq ","??????? ","Servant of the Truth (Allah). "
"104 ","Abdul Haqq ","","Servant of the Truth "
"105 ","Abdul Haseeb ","????????? ","Servant of the Reckoner. "
"106 ","Abdul Hasib ","","Servant of the Respected, Esteemed "
"107 ","Abdul Hayy ","??????? ","Servant of the Living (Allah). "
"108 ","Abdul Jabaar ","","Servant of the Mighty. "
"109 ","Abdul Jabbar ","????????? ","Servant of the All-compeller/the Omnipotent (Allah). "
"110 ","Abdul Jaleel ","","Servant of the Great and Revered "
"111 ","Abdul Jalil ","????????? ","Servant of the Exalted (Allah). "
"112 ","Abdul Jame ","????????? ","Servant of the Gatherer "
"113 ","Abdul Jamil ","????????? ","Servant of the Beautiful (Allah). "
"114 ","Abdul Jawwad ","????????? ","Slave of the most Bountiful. "
"115 ","Abdul Kabir ","????????? ","Servant of the Great "
"116 ","Abdul Kafi ","????????? ","Servant of the All-sufficient (Allah). "
"117 ","Abdul Kareem ","","Servant of the Noble and Generous "
"118 ","Abdul Karim ","????????? ","Servant of the most generous (Allah). "
"119 ","Abdul Khabir ","????????? ","Slave of the one who is aware. "
"120 ","Abdul Khafiz ","????????? ","Servant of the Descender "
"121 ","Abdul Khaliq ","????????? ","Servant of the Creator (Allah). "
"122 ","Abdul Lateef ","","Servant of the Kind "
"123 ","Abdul Latif ","???????? ","Servant of the All-gentle (Allah). "
"124 ","Abdul Maajid ","","Slave of the Excellence. "
"125 ","Abdul Maalik ","????????? ","Servant of the Owner (Allah). "
"126 ","Abdul Maane ","????????? ","Servant of the Withholder "
"127 ","Abdul Majeed ","????????? ","Servant of the All-glorious (Allah). "
"128 ","Abdul Majid ","????????? ","Servant of the All-glorious (Allah). "
"129 ","Abdul Malik ","???????? ","Servant of the King (Allah). "
"130 ","Abdul Mani ","????????? ","Slave of one who prevents. "
"131 ","Abdul Mannan ","????????? ","Slave of the Benefactor. "
"132 ","Abdul Mateen ","","Slave of the Firm. "
"133 ","Abdul Matin ","????????? ","Servant of the Strong (Allah). "
"134 ","Abdul Moakhir ","????????? ","Servant of the Retarder "
"135 ","Abdul Moez ","???????? ","Servant of the Honourer "
"136 ","Abdul Mohsi ","????????? ","Servant of the Surrounder "
"137 ","Abdul Momit ","????????? ","Servant of the Death-giver "
"138 ","Abdul Moqit ","????????? ","Servant of the Energizer "
"139 ","Abdul Mubdee ","","Slave of the Originator. "
"140 ","Abdul Mubdi ","????????? ","Servant of the Originator "
"141 ","Abdul Mueed ","????????? ","Slave of the Restorer, the Replroducer. "
"142 ","Abdul Mughni ","????????? ","Servant of the Enricher "
"143 ","Abdul Muhaimin ","?????????? ","Servant of the All-preserver (Allah). "
"144 ","Abdul Muhaymin ","","Slave of the Protector. "
"145 ","Abdul Muhsi ","","Servant of the Reckoner "
"146 ","Abdul Muhsin ","????????? ","Slave of the Benefactor; Among the known people was ibn-Ghalbun Al-Suri. "
"147 ","Abdul Muhyee ","????????? ","Slave of the One Who gives life and sustains it. "
"148 ","Abdul Muhyi ","","Servant of the Giver of Life "
"149 ","Abdul Muid ","????????? ","Servant of the Restorer (Allah). "
"150 ","Abdul Muiz ","???????? ","Slave of the Honourer, the Exalter. "
"151 ","Abdul Muizz ","","Servant of the Giver of Might and Glory "
"152 ","Abdul Mujeeb ","","Servant of the Responder "
"153 ","Abdul Mujib ","????????? ","Servant of the Answerer (Allah). "
"154 ","Abdul Mumin ","?????????? ","Servant of the All-faithful (Allah). "
"155 ","Abdul Munim ","????????? ","Servant of the Benefactor (Allah). "
"156 ","Abdul Muntaqim ","?????????? ","Servant of the Revenger "
"157 ","Abdul Muqaddim ","????????? ","Servant of the Promoter "
"158 ","Abdul Muqeet ","????????? ","Slave of the Sustainer. "
"159 ","Abdul Muqsit ","????????? ","Slave of the Just. "
"160 ","Abdul Muqtadir ","?????????? ","Servant of the Omnipotent (Allah). "
"161 ","Abdul Musawwir ","????????? ","Servant of the Fashioner (Allah). "
"162 ","Abdul Mutaal ","","Servant of the Most High "
"163 ","Abdul Mutakabbir ","?????????? ","Servant of the Superb "
"164 ","Abdul Mutali ","??????????? ","Servant of the most High (Allah). "
"165 ","Abdul Muti ","????????? ","Servant of the Donor (Allah). "
"166 ","Abdul Muttalib ","????????? ","This was the name of the grand father of the Prophet PBUH "
"167 ","Abdul Muzanni ","????????? ","He was a narrator of Hadith. "
"168 ","Abdul Nafi ","????????? ","Slave of the Propitious. "
"169 ","Abdul Naseer ","","Slave of the Helper. "
"170 ","Abdul Nasir ","","Servant of the Helper, Protector "
"171 ","Abdul Nasser ","","Servant of the Victorious One "
"172 ","Abdul Noor ","","Slave of the one who is Light. "
"173 ","Abdul Nur ","","Servant of the Light "
"174 ","Abdul Qaadir ","","Servant of the Capable "
"175 ","Abdul Qabiz ","????????? ","Servant of the Withholder "
"176 ","Abdul Qadeer ","????????? ","Servant of the Powerful (Allah). "
"177 ","Abdul Qadir ","????????? ","Servant of the Powerful (Allah). "
"178 ","Abdul Qahaar ","","Servant of the Subduer and the Almighty "
"179 ","Abdul Qahhar ","????????? ","Slave of the Dominant "
"180 ","Abdul Qahir ","????????? ","Servant of the Subduer (Allah). "
"181 ","Abdul Qawi ","???????? ","Servant of the Mighty (Allah). "
"182 ","Abdul Qayyum ","????????? ","Servant of the Eternal (Allah). "
"183 ","Abdul Quddus ","????????? ","Servant of the All-Holy (Allah). "
"184 ","Abdul Qudoos ","","Servant of the Most Holy "
"185 ","Abdul Raafi ","","Servant of the One Who Raises (intellect, esteem), One who Elevates "
"186 ","Abdul Rabb ","","Slave of the Lord. "
"187 ","Abdul Rafi ","","Servant of the One Who Raises, Elevates (intellect, esteem) "
"188 ","Abdul Raheem ","","Servant of the Most Compassionate "
"189 ","Abdul Rahim ","","Servant of the Merciful "
"190 ","Abdul Rahman ","","Servant of the Beneficent "
"191 ","Abdul Raqib ","","Slave of the Vigilant. "
"192 ","Abdul Rashid ","","Servant of the Rightly Guided One "
"193 ","Abdul Rauf ","","Servant of the Compassionate "
"194 ","Abdul Razzaq ","","Servant of the Maintainer, the Provider "
"195 ","Abdul Sabur ","","Servant of the Patient "
"196 ","Abdul Salam ","","Servant of the Peace "
"197 ","Abdul Samad ","","Servant of the Eternal "
"198 ","Abdul Sami ","","Servant of the All Hearing "
"199 ","Abdul Sattar ","????????? ","The Servant of the Protector "
"200 ","Abdul Shahid ","","Servant of the Witness "
"201 ","Abdul Shakoor ","????????? ","Servant of the All-thankful (Allah). "
"202 ","Abdul Shakur ","","Servant of the Most Thankful "
"203 ","Abdul Tawwab ","","Servant of the Forgiver "
"204 ","Abdul Vajed ","????????? ","Servant of the Finder "
"205 ","Abdul Vakil ","????????? ","Servant of the Implementor "
"206 ","Abdul Waali ","????????? ","Servant of the Inheritor "
"207 ","Abdul Waase ","????????? ","Servant of the Vast "
"208 ","Abdul Wadood ","????????? ","Servant of the All-loving (Allah). "
"209 ","Abdul Wadud ","","Servant of the Loving "
"210 ","Abdul Wahhab ","????????? ","Servant of the All-give (Allah). "
"211 ","Abdul Wahid ","????????? ","Servant of the One (Allah). "
"212 ","Abdul Wajid ","","Servant of the Finder "
"213 ","Abdul Wakil ","","Servant of the Trustee "
"214 ","Abdul Wali ","???????? ","Servant of the Comrade "
"215 ","Abdul Waliy ","","Servant of the Protecting "
"216 ","Abdul Waris ","????????? ","Servant of the Survivor "
"217 ","Abdul Warith ","","Servant of the Supreme Inheritor "
"218 ","Abdul Wasi ","","Slave of the All Embracing. "
"219 ","Abdul Zahir ","","Servant of the Manifest "
"220 ","Abdul, Abdel, Abd al ","","Servant (of Allah) "
"221 ","Abdul-Aalee ","","Servant of the Most High. "
"222 ","Abdul-Adheem ","","Servant of the Most Great. "
"223 ","Abdul-Aleem ","","Servant of the All-Knowing. "
"224 ","Abdul-Baaqi ","","Servant of the Everlasting. "
"225 ","Abdul-Baari ","","Servant of the Evolver. "
"226 ","Abdul-Baasit ","","Servant of the Expander. "
"227 ","Abdul-Barr ","","Servant of the source of Goodness. "
"228 ","Abdul-Dhahir ","","Servant of the Manifest. "
"229 ","Abdul-Ghaffar ","","Servant of the forgiver. "
"230 ","Abdul-Ghafur ","","Servant of the All-Forgiving. "
"231 ","Abdul-Ghani ","","Servant of the Self-Sufficient. "
"232 ","Abdul-Hadi ","","Servant of the Guide. "
"233 ","Abdul-Hafeedh ","","Servant of the Preserver. "
"234 ","Abdul-Hakeem ","","Servant of the Wise. "
"235 ","Abdul-Haleem ","","Servant of the Forbearing One. "
"236 ","Abdul-Hameed ","","Servant of the Praiseworthy. "
"237 ","Abdul-Haqq ","","Servant of the Truth. "
"238 ","Abdul-Haseeb ","","Servant of the Reckoner. "
"239 ","Abdul-Jabbar ","","Servant of the Compeller. "
"240 ","Abdul-Jaleel ","","Servant of the Sublime One. "
"241 ","Abdul-Kareem ","","Servant of the Most Generous. "
"242 ","Abdul-Khaliq ","","Servant of the Creator. "
"243 ","Abdul-Lateef ","","Servant of the Subtle One. "
"244 ","Abdul-Majeed ","","Servant of the Most Glorious. "
"245 ","Abdul-Majid ","","Servant of the Noble. "
"246 ","Abdul-Malik ","","Servant of the Sovereign Lord. "
"247 ","Abdul-Mu'eid ","","Servant of the Restorer. "
"248 ","Abdul-Mu'izz ","","Servant of the Honourer. "
"249 ","Abdul-Mughni ","","Servant of the Enricher. "
"250 ","Abdul-Mujeeb ","","Servant of the Responsive. "
"251 ","Abdul-Mumin ","","Servant of the Guardian of Faith. "
"252 ","Abdul-Muqtadir ","","Servant of the Powerful. "
"253 ","Abdul-Muta'alee ","","Servant of the Most Exalted. "
"254 ","Abdul-Nur ","","Servant of the Light. "
"255 ","Abdul-Qaadir ","","Servant of the Able. "
"256 ","Abdul-Qahhar ","","Servant of the Subduer. "
"257 ","Abdul-Qaiyoum ","","Servant of the Self-Sustaining. "
"258 ","Abdul-Quddus ","","Servant of the Holy. "
"259 ","Abdul-Waajid ","","Servant of the Finder. "
"260 ","Abdul-Wadood ","","Servant of the Loving. "
"261 ","Abdul-Wahhab ","","Servant of the Best-ower. "
"262 ","Abdul-Warith ","","Servant of the Supreme Inheritor. "
"263 ","Abdullah ","??????? ","Servant of Allah, slave of Allah; name of Prophet Muhammad's Father. "
"264 ","Abdun Naafe ","????????? ","Servant of the Giver of Gains "
"265 ","Abdun Nasir ","????????? ","Servant of the Helper (Allah). "
"266 ","Abdun Noor ","???????? ","Servant of the Light. "
"267 ","Abdur Rab ","??????? ","Servant of the Lord (Allah). "
"268 ","Abdur Rafi ","????????? ","Servant of the Exalted (Allah). "
"269 ","Abdur Rahim ","????????? ","Servant of the most Merciful (Allah). "
"270 ","Abdur Rahman ","?????????? ","Servant of the most Gracious (Allah). "
"271 ","Abdur Raoof ","???????? ","Servant of the Compassionate "
"272 ","Abdur Raqib ","????????? ","Servant of the Observer (Allah). "
"273 ","Abdur Rasheed ","????????? ","Servant of the Right-minded (Allah). "
"274 ","Abdur Rashid ","","Slave of the Guide. "
"275 ","Abdur Rauf ","?????????? ","Servant of the most Kind (Allah). "
"276 ","Abdur Razzaq ","????????? ","Servant of the All-provider (Allah). "
"277 ","Abdur-Raheem ","","Servant of the Most Merciful. "
"278 ","Abdur-Rahman ","","Servant of the Most Gracious. "
"279 ","Abdur-Raqeeb ","","Servant of the Watchful. "
"280 ","Abdur-Rasheed ","","Servant of the Guide to Right Path. "
"281 ","Abdur-Rauf ","","Servant of the Compassionate. "
"282 ","Abdur-Razzaq ","","Servant of the Provider. "
"283 ","Abdus ","????? ","Ibn Khallad was so named; he was a narrator of Hadith. "
"284 ","Abdus Saboor ","????????? ","Servant of the Patient (Allah). "
"285 ","Abdus Sabur ","","Slave of the Forbearing. "
"286 ","Abdus Salaam ","","Slave of the Giver of Peace. "
"287 ","Abdus Salam ","????????? ","Servant of the All-peaceable. "
"288 ","Abdus Samad ","???????? ","Servant of the Eternal (Allah). "
"289 ","Abdus Sami ","????????? ","Servant of the All-hearing (Allah). "
"290 ","Abdus Sattar ","????????? ","Servant of the Veiler of sin (Allah). "
"291 ","Abdus Shafi ","","Slave of the Healer. "
"292 ","Abdus Subbooh ","","Slave of the Extremely pure. "
"293 ","Abdus Subhan ","?????????? ","Servant of the Glory (Allah). "
"294 ","Abdus Subooh ","????????? ","Slave of the Extremely pure. "
"295 ","Abdus-Sabour ","","Servant of the Patient. "
"296 ","Abdus-Salaam ","","Servant of the Source of Peace. "
"297 ","Abdus-Samad ","","Servant of the Eternal. "
"298 ","Abdus-Sameei ","","Servant of the All-Hearing. "
"299 ","Abdus-Shaheed ","","Servant of the Witness. "
"300 ","Abdus-Shakur ","","Servant of the Appreciative. "
"301 ","Abdush Shafi ","????????? ","Slave of the Healer. "
"302 ","Abdush Shaheed ","????????? ","Servant of the Witness "
"303 ","Abdush Shahid ","????????? ","Slave of the witness. "
"304 ","Abdut Tawwab ","????????? ","Servant of the most forgiving (Allah). "
"305 ","Abduz Zahir ","????????? ","Servant of the Overt "
"306 ","Abeel ","???? ","Healthy "
"307 ","Abid ","???? ","Worshipper, adorer, devout. "
"308 ","Abidin ","?????? ","Pl. of Abid. i.e. worshippers, A popular name among Muslims. "
"309 ","Abidullah ","???????? ","Worshipper of Allah. "
"310 ","Abir ","???? ","Aroma, Strong "
"311 ","Abisali ","","Warrior in Islam. "
"312 ","Abrad ","???? ","Hail, Mail, Ibn Ashras a Narrator of Hadith had this name. "
"313 ","Abram ","????? ","Need, stong grip. "
"314 ","Abrar ","????? ","Pl. of Birr, obedience, gift. "
"315 ","Abrash ","???? ","Spotted, speckled; A master of penmanship during the early Abbasid period had this name. "
"316 ","Abraz ","????? ","Show, unfolded divulged mystery. "
"317 ","Abreeq ","????? ","Glittering sword. "
"318 ","Absar ","????? ","Pl. of Basar, vision, sight. "
"319 ","Absat ","????? ","Wide, vast, spacious. "
"320 ","Absham ","????? ","A tree which has scent. "
"321 ","Absi ","???? ","Probably from Abasa to frown; this was the name of Abdullah Ibn-Musa, a scholar and reciter of the Quran, died 828/829 "
"322 ","Abt'hi ","????? ","One who lives in Abtah, a place near Makkah. "
"323 ","Abteen ","????? ","Father of Faridoon (a king). "
"324 ","Abu al Khayr ","","One who does good "
"325 ","Abu Ayyub ","??? ???? ","A well-known Sahabi who had received the honour of offering hospitality to the Prophet Muhammad when he migrated to Madinah. "
"326 ","Abu Bakr ","?????? ","Father of the young camel. The first Caliph of Islam. "
"327 ","Abu Darda ","???????? ","Famous Sahabi of Rasoolullah PBUH. "
"328 ","Abu Dawud ","???????? ","Author of one of the Sahih Hadith (d. 875). "
"329 ","Abu Hanifa ","??? ????? ","Founder of the Hanafi school of thought/ Islamic Law. "
"330 ","Abu Hurairah ","???????? ","A great Sahabi who is the narrator of many Ahadith (Traditions). "
"331 ","Abu Huzaifah ","???????? ","A famous Sahabi of Rasoolullah PBUH. "
"332 ","Abu Isa ","??? ????? ","Father of Isa. "
"333 ","Abu Juhafa ","??? ????? ","A Sahabi of the Holy Prophet PBUH. "
"334 ","Abu Mahzoorah ","??? ?????? ","Name of one companion of the Prophet of Allah. "
"335 ","Abu Masood ","??? ????? ","A great Sahabi who participated in the battle of Badr. "
"336 ","Abu Moosa ","??? ???? ","A well-known Sahabi; his full name was Abu Moosa Al-Ashari "
"337 ","Abu Saeed ","??? ???? ","Father of dignified, name of a Sahabi (RA). "
"338 ","Abu Talha ","??????? ","A great Sahabi who participated in the battle of Badr. "
"339 ","Abu Talib ","??? ???? ","Father of seeker; name of the Prophet Muhammad's uncle. "
"340 ","Abu Turab ","??????? ","An attributive of Caliph Ali, the fourth of the 'rightly guided' Caliphs. The Prophet Muhammad gave him this epithet. "
"341 ","Abu Ubaidah ","??? ????? ","A great Sahabi of the Prophet PBUH; one of the ten companions whom the Holy Prophet PBUH has declared as the people of Jannah. "
"342 ","Abu Yousuf ","??? ???? ","Name of a great jurist and pupil of Imam Abu Hanifah RA. "
"343 ","Abu Zar ","????? ","A great Sahabi of the Prohet of Allah. "
"344 ","Abul Alaa ","??? ??????? ","Father of glory. "
"345 ","Abul Barakat ","??? ??????? ","Father of blessings, blissful. "
"346 ","Abul Bashar ","??? ????? ","Father of mankind. An epithet of Adam who was also the first Prophet. "
"347 ","Abul Farah ","??? ????? ","Father of joy i.e. happy, glad. "
"348 ","Abul Faraj ","??? ????? ","Possessor of comfort, father of comfort, comfortable. "
"349 ","Abul Fath ","??? ????? ","Father of victory, victorious. "
"350 ","Abul Fazl ","??? ????? ","Endowed with bounty, grace. "
"351 ","Abul Haisam ","????????? ","A Sahabi; also a great scholar of history. "
"352 ","Abul Hasan ","??? ????? ","Father of Hasan. "
"353 ","Abul Husain ","??? ?????? ","Father of Husain: Caliph Ali. "
"354 ","Abul Kalam ","??? ?????? ","Father of speech, eloquent. "
"355 ","Abul Khair ","??? ????? ","Father of good work, virtuous. "
"356 ","Abul Mahasin ","??? ??????? ","Father of virtues, merits. "
"357 ","Abul Qasim ","??? ?????? ","Father of Qasim, an attributive name of the Prophet Muhammad. "
"358 ","Abul Yumn ","??? ????? ","Father of happiness, happy. "
"359 ","Abul Yusr ","???????? ","A great Sahabi who participated in the battle of Badr. "
"360 ","Abul-Hassan ","","The Son Of Ali. "
"361 ","Abyad ","","A narrator of hadith was so named. "
"362 ","Abyan ","???? ","Clearer, more distinct. "
"363 ","Abyaz ","???? ","White, bright, brilliant. "
"364 ","Abzari ","?????? ","Seeds, spice, seedsman, one who sows; the Persian scribe and memoriser of tradition, Abu-Ishaq Ibrahim had this name "
"365 ","Adam ","??? ","Name of the first man and Prophet of Allah; father of mankind. "
"366 ","Adan ","","(Garden of) Eden "
"367 ","Adawi ","???? ","A grandson of Sayyidina Umer RA, famous for hsi piety and knowledge. "
"368 ","Adbul-Qawi ","","Servant of the Most Powerful. "
"369 ","Adeeb ","","A literary Person. "
"370 ","Adeel ","???? ","Coeval, match. "
"371 ","Adeem ","???? ","Red coloured perfumed leather, Surface of earth, soil. "
"372 ","Adel ","??? ","Righteous. Noble. "
"373 ","Adel, Adil ","","Just "
"374 ","Adham ","???? ","Black. "
"375 ","Adheen ","????? ","Follower, devotee. "
"376 ","Adi ","??? ","A Sahabi of the Prophet of Allah PBUH. And a son of Haatim Taai, a person famous for his in generosity; his full name was Adiyy ibn Haatim. "
"377 ","Adib ","???? ","Well-mannered, courteous, polished, man of letters. "
"378 ","Adil ","???? ","Just, upright, righteous. "
"379 ","Adiy ","??? ","A companion of the Prophet PBUH; also the name of the son of Hatim Taiy known for his generosity; also the son of Thabit had this name. "
"380 ","Adl ","??? ","Justice. "
"381 ","Adli ","???? ","Pertaining to justice. "
"382 ","Adnan ","????? ","A descendant of Ismail and traditional ancestor of the North Arabian tribes.. who called themselves 'the sons of Adnan'. "
"383 ","Adnan, Adnan ","","Old Arabic name "
"384 ","Aduz Zahir ","","Slave of the Manifest. "
"385 ","Adyan ","????? ","Religions, plural of Din. "
"386 ","aetisham ","??????? ","Preserving oneself from sin. "
"387 ","Afaaq ","","The place where Earth & Sky meet. "
"388 ","Afandi ","????? ","Noble, master, lord. "
"389 ","Afaq ","???? ","A verse who has depth like skies. "
"390 ","Afeef ","???? ","Pure, Chaste, Pious. "
"391 ","Affan ","???? ","Modest; Father of Caliph Usman. "
"392 ","Afham ","????? ","Wisdom, prudence. "
"393 ","Afif ","???? ","Chaste, modest, virtuous, honest, righteous, upright, decent. "
"394 ","Afif, Afeef ","","Chaste, modest "
"395 ","Afif-ud-Din ","???? ????? ","Virtuous of the religion (Islam). "
"396 ","Afkar ","????? ","Destitue, poor. "
"397 ","Aflah ","???? ","Gaining success-but the Prophet PBUH has discouraged us from giving such names to our children. "
"398 ","Afraz ","????? ","Move higher, be taller. "
"399 ","Afridi ","?????? ","A cast of Afghans. "
"400 ","Afroze ","????? ","Lightening, enlightening. "
"401 ","Afsa ","????? ","Transparent, clear. "
"402 ","Afsah ","????? ","Eloquent. "
"403 ","Afsaneh ","????? ","A fairy tale. "
"404 ","Afsar ","???? ","Crown. "
"405 ","Afsar-ud-Din ","????????? ","Adorning the religion. "
"406 ","Afshin ","????? ","Afshin is a Persian and Turkish given name, derived from the princely title of the rulers of OÅ¡rusana at the time of the Muslim conquest. "
"407 ","Aftab ","????? ","Sun. "
"408 ","Aftab-ud-Din ","????? ????? ","Sun of the religion (Islam). "
"409 ","Aftar ","????? ","Breakfast the east. "
"410 ","Afuww ","??? ","The Pardoner; He who pardons all who repent sincerely as if they had no previous sin. "
"411 ","Afzaal ","????? ","Kindness, grace, favours, virtues. "
"412 ","Afzal ","???? ","Better, superior, prominent. "
"413 ","Agha ","??? ","Honorable Person "
"414 ","Agharr ","??? ","Handome, beautiful, distinguished, illustrious, noble, Magnanimous. "
"415 ","Aghlab ","???? ","Superior, supreme. "
"416 ","Ahad ","??? ","One, unique, without partner; one of the names of Allah. "
"417 ","Ahdaf ","????? ","Pl. of Hadaf, aim, goal, target. "
"418 ","Ahkam ","???? ","Strong, durable. "
"419 ","Ahmad ","","Most highly adored. "
"420 ","Ahmad, Ahmed ","","Most highly adored, or most praised; variation of the name ""Muhammad"" "
"421 ","Ahmadullah ","???????? ","I praise Allah. "
"422 ","Ahmar ","???? ","Red Coloured. "
"423 ","Ahmed ","???? ","The most praised; one of the names of the Prophet Muhammad; I praise (First person present imperfect verb). "
